created_at,full_text
2025-09-16 00:38:22+00:00,"Pada bilang Afu naif? Nggaklah, dia cukup pintar dan berpengalaman untuk jadi ""naif"". Baca aja tulisan dia & cara dia bikin tp dan bm. Gitu naif? Nggak, kayaknya ini malah strategik kok.  Apakah ini bisa disebut licik sekaligus arogan? Entahlah."
2025-09-16 13:17:36+00:00,Nunggu info reuni akbar alumni 17+8
2025-09-15 11:36:51+00:00,Atas dasar apa coba tempo ngangkat af*utami?
2025-09-18 08:47:15+00:00,Anjir ngomong 1.5 jam dapet 10 jt terus berani2nya ngomongin kesenjangan sosial. Kagak ngaca anjir.
2025-09-15 10:21:31+00:00,"Bey @legacymp3 · 15 Sep Kutipan tempo.co @tempodotco · 14 Sep Anggota Kolektif 17+8 Indonesia Berbenah, Andhyta F. Utami, menjelaskan latar belakang penyusunan tuntutan 17+8.  #TempoHarian #TempoPlus 1 1 272"
2025-09-15 14:46:47+00:00,"Tidak mewakili itu betul. Dia ada ngomong tindakan salah, betul.  Tapi banyak bgt yg komentar kaya dia gapunya kompetensi keilmuan. Hhhh  Bedain ga setuju/kritisi kesalahan org vs liat kompetensi yg lagi dijatohin. Nyari malaikat bener. Bukan berarti invalidasi dampak yg dibangun"
2025-09-15 13:25:36+00:00,"kepo deh sama keputusan redaksinya tempo sampe came to the conclusion to interview afutami alih-alih temen2 aliansi perempuan, serikat ojol & buruh, etc."
2025-09-15 12:31:34+00:00,"I’m fully supportive of the movement. I’ve known of Afutami from afar and have admired her work over the past five years.  But Tempo, you need to stop framing the discussion in a cult-like way. Media should not be in the business of idolizing individuals.   Your role is to"
2025-09-16 10:33:54+00:00,Why do yall throw shades at her bitch? at least she do something. Good for her to be famous if fame were used right. What the fuck did yall do?
2025-09-15 12:52:12+00:00,"membaca komentar2 di sini ini menunjukkan, bahwa mewakili suara bawah itu lebih liar dan kejam dibanding uji disertasi di Ivy League.."
2025-10-01 10:53:45+00:00,"Bergerak bersama rakyat, bergerak dengan kekuatan spiritual agar mental terus menyala"
2025-09-15 11:16:11+00:00,Afutami dan yg lainnya bener-bener naif.
2025-09-15 10:42:05+00:00,"Ben  @bennysiauw89  krn lo ada di sana kemaren dan gue berasumsi lo bisa kontak afu langsung, titip salam dari gue ke Afu, ""LU KONTOL""   *menghela nafas* *inner peace* *amithaba*"
2025-09-15 07:19:29+00:00,ok sepertinya aku rada setuju ama pendapat budi. ini tuntutan dari chatgpt
2025-09-15 07:08:46+00:00,"Maap, jadi males"
2025-09-16 15:14:29+00:00,Maksudnya jangka panjang exposure dan deactive Twitternya kah Mbak Afuuuuu~
2025-09-15 11:11:08+00:00,"So unnecessary, tempo, so unnecessary"
2025-09-15 11:28:32+00:00,"wkwkwl afutami, mengecewakan.. what a coward gesture while claiming initiative.  ya sok dihadapi lah pertentangan pikiran dan ide yg muncul."
2025-09-15 07:56:31+00:00,Qrt-nya seru2 ya  Gak tubir sendiri yo gak kiri
2025-09-15 00:21:02+00:00,Minimal Tempo kalau mau kasi panggung ke orang yg twit2nya bukan mah jadi disrupsi pergerakan deh. Di demo2 besar sebelumnya juga udah ada jejak digitalnya kok.
2025-09-15 12:59:48+00:00,Tiap liat dia jadi teringat pramono
2025-09-15 12:38:54+00:00,I don’t think we’ll ever gonna make it deh guys. To what extent juga I don’t even know anymore…
2025-09-15 09:55:39+00:00,Yang dikhawatirkan Mas  @lantip  kejadian juga.
2025-09-14 06:10:12+00:00,Lah malah jadi kolektif ternyata?
2025-09-15 22:04:48+00:00,Kebelet FOMO kan jadinya
2025-09-16 07:20:39+00:00,"Prabowo lihat tuntutan 17+8 ini: ""Normatif."""
2025-09-15 09:48:58+00:00,Kolektif gak tuh
2025-09-14 17:28:45+00:00,"well, for all that paywall I better at least get a fucking photoset, a fucking centerfold, and an interview with Pramoedya Ananta Toer inside"
2025-09-15 08:53:27+00:00,Memang ga siap buat melangkah si
2025-09-14 06:21:47+00:00,Kan...
2025-09-10 23:35:54+00:00,Jarvis ...
2025-09-10 05:51:12+00:00,Ter wakilkan boskuh...!!  Keren abang ini..!!
2025-09-10 08:51:30+00:00,Pace betul itu
2025-09-10 05:54:16+00:00,"Ada benarnya kata abg ini boskuhh..  Aku rakyat, merasa di fitnah oleh mrk"" si pink..  Aku ga pernah nuntut"" Yg begituan, sumpah..!! Ga pernah..!!  Ter wakilkan abangkuu"
2025-09-11 02:39:39+00:00,"Tuntutan 17 + 8 yang kaya visi misi capres dibilang makar wak    Gimana tuntutan ormas yang minta pejabat mundur itu, mana ada Islam islamnya pulan.  Apa ga dibilang radikalisme tuh"
2025-09-11 03:08:26+00:00,"Susah konflik horizontal terus.. Pantes dulu belanda bisa 350 taun.. Tinggal pake divide et impera, selesai."
2025-09-01 04:15:50+00:00,"wow... 17+8 bisa di artiin as 17 agustus, hari kemerdekaan kita... whoever made the headline issa REAL DIVA"
2025-09-02 09:17:24+00:00,http:// rakyatmenuntut.net #ResetIndonesia
2025-09-01 04:34:50+00:00,ini ibaratnya udah disediain checklist. enak banget pemerintah tinggal ngerjain dan nyentang aja tanpa perlu mikir lagi
2025-09-01 04:24:46+00:00,17+8 as in 17 Agustus... ooh the copywriter ATE  and the fact that most of these are BARE minimum.... doomed bgt sih kalo pemerintah masih tuli
2025-09-01 14:25:02+00:00,[ INGAT]
2025-09-03 03:31:41+00:00,"Seandainya semua tuntutan dikompres jadi 1 tuntutan saja, maka tanpa ragu saya menutut:  Tidak boleh ada pejabat yang teken kontrak melebihi masa jabatannya.   Misal sekali menjabat 5th ya udah maksimal 5th."
2025-09-02 13:37:29+00:00,It's giving this vibe ngl
2025-09-01 15:15:03+00:00,tuntutan vs hasil nya
2025-09-02 21:44:53+00:00,"Bukannya apa, tp ngeliat pemerintah yg bener bener TONE DEAF dan ga peduli rakyat begini tuh gue rada pesimis tuntutan segini banyak bakal ada yg dilakuin.   Jgnkan dilakuin, dibaca aja belum tentu ama mereka.  Dibuat 1-3 tuntutan aja bisa ga ya"
2025-09-01 04:06:15+00:00,Padahal sesimple dan seringkas ini tapi malah dibilang makar dan terorisme
2025-09-01 04:33:06+00:00,"padahal tuntuntan rakyat itu sangat amat wajar, tapi kenapa ya pemeritahan berat bgt buat nerima? klo ngerasa tuntutan ini ga nguntungin mereka yaudah mundur aja ga sih dari pemeritahan, ngapain kerja di pemerintahan kalo cuma mau dapet duit banyak. mending jadi influencer tiktok"
2025-09-01 18:26:12+00:00,daniel supit @daniel_supit · Sep 2 Quote Indonesian Pop Base @IndoPopBase · Sep 1 ‘17+8 Tuntutan Rakyat’ have been released. 12
2025-09-01 11:06:56+00:00,"Ini yg katanya hasil diskusi influencer2 ciamik itu? Low quality, redundant, tdk spesifik, cocok2in spy dpt 17+8. Mengecewakan.   Kalau sdh digede2in kualitas influencernya, I expect more."
2025-09-01 09:13:10+00:00,Kawal sampai tuntutan terpenuhi.
2025-09-01 11:32:13+00:00,Duluan tuntutan ini dipenuhi atau idolku comeback formasi lengkap hayo
2025-09-01 23:48:12+00:00,Kenapa pengesahan RUU PA nunggu setahun? ...
2025-09-01 11:29:33+00:00,Sebenernya kalo kita patungan abis tu sewa billboard yang nampilin ini biar orang yg gk main socmed jg baca dan bisa bantu nuntut ke pemerintah.... possible gasih.. (nanya dengan nada wuji)
2025-09-01 04:39:49+00:00,Yang bagian UU perampasan aset dan TNI kembali ke barak tanpa pengecualian itu agak sulit sih...
2025-09-01 07:01:54+00:00,17+8. 17 Agustus
2025-09-02 03:45:32+00:00,"Hari ini selasa 02/09/2025 ngantor & berpakaian dengan tema :   "" 17 + 8 Tuntutan Rakyat ""   Ayo suarakan suara dengan outfit kalian!  #ResetIndonesia"
2025-09-01 16:37:22+00:00,#NewProfilePic abis max orange army sekarang max menggulingkan rezim
2025-09-01 19:56:51+00:00,hi
2025-09-01 07:42:52+00:00,"Kepanjangan sih, tp kalp emang mau main angka cantik bisa pake 17+8+25 gak sih?"
2025-09-02 15:44:56+00:00,UP
2025-09-01 04:21:17+00:00,Ini sumbernya dari mana?
2025-09-02 03:09:11+00:00,Ada yang tahu nama fontnya ga kira2?
2025-09-01 12:00:01+00:00,srs nanya ini kalo ga dipenuhin kita ngapain guyss
2025-09-01 11:58:45+00:00,banyak amat nuntutnya
2025-09-01 04:59:11+00:00,ᗯᗩᗪ. @waduhasoy · Sep 1 Quote Indonesian Pop Base @IndoPopBase · Sep 1 ‘17+8 Tuntutan Rakyat’ have been released. 64
2025-09-01 08:44:42+00:00,Poin 5 telah dikonfirmasi oleh Kapolri bahwa kekerasan dan tembakan peluru karet sudah sesuai SOP.  Sudah cukup banyak nyawa yang  melayang selama kepemimpinan saatnya COPOT KAPOLRI!
2025-09-01 10:03:15+00:00,UP UP UP
2025-09-01 04:45:32+00:00,"17+8 also meant as 17 Agustus, whoever thought of this copy"
2025-09-02 01:11:09+00:00,Korea Korea ini semua manut sama KETUM nya
2025-09-01 08:30:47+00:00,pejabat atas belike:
2025-09-03 11:11:50+00:00,Coba tebak2an bakal smp kapan orang2 kuat nyuarain ini   Seminggu? Sebulan?
2025-09-01 16:28:12+00:00,"padahal rakyatnya ada 286 jt jiwa, tuntutan 17+8 aja gk bisa gmn si???    coba klo setiap jiwanya punya tuntutan masing2?? emg maunya dituntut di akhirat kyknya"
2025-09-01 06:28:02+00:00,baca  @prabowo   @DPR_RI   @DivHumas_Polri
2025-09-02 02:10:53+00:00,"Kayaknya cocok jadi header profil sih wkwkwk, randomly edit these and they look"
2025-09-01 03:59:35+00:00,"this is the bare minimum and the fact that we need to beg, to shed blood to be heard... i lost words. LISTEN TO YOUR PEOPLE. REFORM!  @prabowo"
2025-09-01 04:16:15+00:00,udah begini masih dianggap ada indikasi makar oleh antek asing mah emang AROGAN aja tu presiden dan tikus-tikusnya
2025-09-01 13:12:03+00:00,hayo kita kawal bareng!
2025-09-01 04:28:51+00:00,"dirilis setelah demo yang menyebabkan kerusuhan.  ""jangan2 disusun sama orang yang gak ikut demo sama sekali"""
2025-09-03 04:06:17+00:00,"IMHO tuntutan terlalu banyak, tidak fokus. Kalau dulu reformasi 1998 perjuangannya jelas: turunkan Soeharto."
2025-09-01 23:45:56+00:00,kayl.ie  @hzaeum · Sep 2 Quote Indonesian Pop Base @IndoPopBase · Sep 1 ‘17+8 Tuntutan Rakyat’ have been released. 26
2025-09-01 19:11:26+00:00,Ga sekalian + 1945?
2025-09-01 12:17:42+00:00,Coba tebak kira2 cepetan mana tuntutan ini dipenuhi atau jayhoon selca...
2025-09-01 11:57:39+00:00,"Lack of empathy can be a symptom of serious mental disorders, such as psychopathy, which makes it hard to feel what others feel."
2025-09-01 05:09:47+00:00,"bos dari pemerintah (rakyat) udah ngasih deadline, harus bisa diselesaikan.  alias kita aja kalo kerja gak sesuai deadline ada konsekuensinya cuy, mereka yang punya segala sumber daya harusnya malu kalo gak bisa menyelesaikan"
2025-09-02 05:07:54+00:00,This
2025-09-02 01:30:09+00:00,Temen temennya Ferry Irwandi yang buat. Hehehehe
2025-09-01 05:02:15+00:00,"ini nih udah sampe dibuatin kek to do list sama rakyat biar lo semua (read: pejabrut) paham.  rakyat udh menyampaikan aspirasi sebaik dan sedemikian rupa dengan tuntutan yg ringkas, tp kalo masih ga digubris sih.....berarti kan emang ga pernah dengerin suara rakyat."
2025-09-01 04:44:39+00:00,"17+8 Demands of The People. (17/8 is our Independence date)  Deadline: in 1 week (5 September) - Form an independent investigation team for Affan Kurniawan, Umar Amaruddin, and all victims of human rights violations by armed forces during 28-30 August demonstration, with"
2025-09-01 15:37:39+00:00,"bener-bener bangga dan bersyukur punya orang-orang seperti mereka di negara ini. bersyukur juga masih banyak masyarakat yang speak up soal berbagai situasi yang terjadi, dan sadar kalo lagi ada masalah di negara kita"
2025-09-01 10:16:54+00:00,"ini ibaratnya, lo karyawan kita (re:pejabat), udah bos (re:rakyat) diktein satu-satu anjir. kawal sampai tuntas"
2025-09-01 04:21:17+00:00,"Ntah kenapa ya,,, aksi pergerakan kita sbg rakyat tuh dari segi poin2 tuntutan, penamaan title sama desain sangat proper jir  Pokoknya klo ada poster himbauan bisa bgt lah dibedain, mana buatan kita sama aksi pergerakan parcok"
2025-09-01 04:46:03+00:00,"Wok dibaca wokkk, kalo kaga bisa baca gua vn dah ntar"
2025-09-01 05:52:20+00:00,ini baguss sihh ngasih target yg jelas untuk pemerintah berbenah.. tp iniii udh bisa dicentang setengahnya aja kayanya udh syukur alhamdulillah dahhhh
2025-09-01 04:17:22+00:00,Eh sumpah ini sangat SMART Goals KERENNNN
2025-09-01 06:59:35+00:00,"""Pastikan upah layak untuk semua angkatan kerja."""
2025-09-01 04:10:57+00:00,Legislatif harus lebih sensitif thd isu sosial khususnya RUU yg substansial bagi publik  Eksekutif rational utk kepentingan publik & kebijakan yg menyentuh isu sosial Perintahkan aparat utk soft solve thd krisis demonstrasi stop kekerasan & militer tidak dilibatkan utk hal sipil
2025-09-01 05:14:26+00:00,sedih ya mereka institusi tp selama ini kerja ga pake KPI sampe harus dibikinin KPI sm rakyat beserta deadlinenya
2025-09-01 05:32:48+00:00,OH FINALLYYY ada tuntutan jelass tp tdk ada lengserkan presiden yh
2025-09-01 04:23:14+00:00,Ouuu this ate
2025-09-01 04:23:38+00:00,eh kenapa warna kali ini hijau pink yaa? (bertanya serius)
2025-09-01 04:17:05+00:00,"Tuntutannya jelas, tapi yang di atas ga ngerti2 kenapa ya, bingung"
2025-09-01 04:08:32+00:00,up up up
2025-09-01 13:42:42+00:00,Formulated by a bunch of e-celebs is crazy work. Will anyone in government even take it seriously?
2025-09-01 08:10:40+00:00,hi  @grok  please summarize into few key points so I can understand it in under 10 seconds. answer in bahasa indonesia
2025-09-01 05:11:02+00:00,Udah sampe dibuatin listnya nih
2025-09-01 04:23:15+00:00,"coba kita liat yaaa mana yg lebih gercep, pamrentah atau jot"
2025-09-01 11:04:43+00:00,Pesanan SJW LSM NGO LBH corong Amerika
2025-09-01 07:13:23+00:00,idk man thats seem impossible
2025-09-01 08:24:04+00:00,Ga jadi nuntut pemakzulan???
2025-09-04 04:56:17+00:00,"Yg 17 tuntutan deadline tanggal 5, tp mana nih belom ada yg diceklis satupun"
2025-09-01 07:21:54+00:00,Telً⁷ @rockbixon · Sep 1 Quote Indonesian Pop Base @IndoPopBase · Sep 1 ‘17+8 Tuntutan Rakyat’ have been released. 26
2025-09-02 03:10:38+00:00,"Boomers sedang berfantasi sejarah kelam 98 kejadian lagi atau gimana, sih? Kita mah gak mau ya. Kita cuma mau tuntutan rakyat dipenuhi doang."
2025-09-03 04:55:26+00:00,Malahas baca.... Ada point adili mulyono ga?
2025-09-01 11:46:57+00:00,nath @jangazzo · Sep 1 Quote Indonesian Pop Base @IndoPopBase · Sep 1 ‘17+8 Tuntutan Rakyat’ have been released. 35
2025-09-01 05:37:22+00:00,dikasih dateline ga tuh  @Gerindra
2025-09-02 04:09:06+00:00,Retweet
2025-09-01 04:08:06+00:00,Nah ini dia
2025-09-03 08:02:13+00:00,"Sebelum soal Bu Ana dan Affan, aku kira tren pp pink-hijau tuh dari ini."
2025-09-01 04:36:23+00:00,tetap tuntut walau kans tottenham angkat piala liga lebih gede daripada ini dipenuhi
2025-09-01 05:02:02+00:00,­ ­
2025-09-01 04:10:56+00:00,ini klo prabs ga bisa dicekel omongane trs meh nyekel opo kene
2025-09-01 12:22:27+00:00,Tinggal iyain aja susah bener ini pmerentah
2025-09-01 12:22:34+00:00,hayooo... lebih cepet ini terwujud atau dj favoritku comeback manggung?
2025-09-01 04:51:42+00:00,17+8
2025-09-01 09:15:50+00:00,up
2025-09-02 05:39:10+00:00,Pak  @prabowo
2025-09-01 05:16:55+00:00,"Keren, ada deadlinenya juga."
2025-09-01 05:37:09+00:00,pinteran rakyat.
2025-09-01 04:29:42+00:00,17+8 TUNTUTAN RAKYAT DEADLINE: SECEPATNYA   #ResetIndonesia
2025-09-01 05:17:12+00:00,History has been made
2025-09-01 06:06:05+00:00,enak amat udah dikte ga dikerjain kelewatan lu pada @ pemerintah
2025-09-02 14:25:45+00:00,semangat para pejuang 17+8 #BravePink
2025-09-01 11:26:03+00:00,go gooooo!!
2025-09-01 04:10:44+00:00,"nih. nih, bukan info demo, no harm no violence no danger. tuntutan kita semua, legit it's for you——for us all yang emang masih sayang dan pengen negara enih at least berbenah barang sedikit. l'pada kalo sampe enggak bat an eye soal ini, sorry not sorry, kata gue kebangetan sih."
2025-09-01 04:01:13+00:00,Kanroji mitsuri is our revolution maiden
2025-09-01 04:17:49+00:00,1 aja belum terpenuhi
2025-09-01 04:08:08+00:00,coba tebak berapa yang dipenuhi dan dilaksanakan
2025-09-01 04:25:40+00:00,Tuntutan yg realistis sebenarnya tapi hil yang mustahal
2025-09-01 11:08:31+00:00,"kenapa gaada yang terkait pelanggaran ham berat ya? (ratifikasi iccped, ratifikasi statuta roma, bentuk pengadilan ham, bentuk KKR nasional)"
2025-09-01 15:10:34+00:00,ya allah mereka yg dituntut keknya otaknya ngga nyampe buat ke sana. tulung.
2025-09-01 16:00:05+00:00,"This “Anggota DPR harus melibatkan diri di ruang dialog publik”, mereka terjebak dalam kultur politik yg lebih mentingin citra dan kepentingan kelompok dibanding mendengar suara rakyat. Kasarnya ‘ngapain? Buang buang waktu aje’"
2025-09-01 06:56:43+00:00,gmn cara deliver ini secara resmi ke pemerenta? baca ga ya mereka
2025-09-03 07:03:27+00:00,"ASN yg mati kebakar sama pendemo, orang yg mati dikeroyok pendemo gara2 dituduh intel, ini yakin kalo diusut pelaku2nya kalian gak bakal teriak2 nih?"
2025-09-01 09:33:47+00:00,SOME politicians should be beheaded  in order for the oligarchs to realize that the real power is in the people. and im not even joking.
2025-09-01 16:57:42+00:00,"Tambahkan lagi, HUTANG KERETA CEPAT TANGGUNG JAWAB JOKOWI DAN LUHUT. KASIHKAN SAMA MEREKA, UTK MAINAN MEREKA SUPAYA JGN MERECOK SAJA KERJA MEREKA."
2025-09-01 09:18:31+00:00,.  @gibran_tweet  anda kemaren nanya kan demo buat apa? ini dapat terbaca dengan jelas kan?
2025-09-01 23:21:23+00:00,"""Bebaskan seluruh demonstran""  termaksud yg bawa molotov dan yg bakar halte jg ???  ini tuntutan Rakyat apa OPM ???"
2025-09-07 17:14:16+00:00,"Yang bully Afu cs karena nganggep ini gak inklusif, elitis, mending kompas demokrasinya diservis dl lah. Dia udah ngrangkum beragam tuntutan yg muncul.   Toxicnya orang indonesia tuh kalo ada sipil maju sedikit sipil yg lain nyinyir, dengki padahal sm2 lawan penindas dan tiran."
2025-09-01 04:35:37+00:00,Udah di tulisin satu2 dan ini tuh bare minimum ga si. Pura2 bego lagi awas aja lu ya
2025-09-01 12:09:06+00:00,"7 nyawa gugur karna kami cuma mau pejabat indo melakukan pekerjaan mereka doang, bukan hal susah sampe pejabat perlu mengorbankan nyawanya, cuma hal2 bare minimum yang memang seharusnya dikerjakan mereka sehari-hari.."
2025-09-04 11:37:31+00:00,"Hi guys, ik i've been inactive on social media due to health concerns.. jst wanna say this;  As we know, so many things are happening in our country lately. The riot, injustice here n there, ppl get hurt, some even meet their end--RIP.  I hope everything is going to be okay soon."
2025-09-01 04:55:18+00:00,The color reminds me of Wicked  I love it
2025-09-01 06:42:30+00:00,"Udah dibantu dikasih PR wok, masih susah wok?"
2025-09-01 04:35:10+00:00,Udah ada template instastorynya juga di ig
2025-09-01 05:29:55+00:00,"17+8 ini bagussss, tapi kalo boleh tambah sedikit detail soal DPR:    Tinjau dan hitung ulang gaji + tunjangan DPR (bukan cuma yang 230jt) + dana reses + dana pembuatan UU per kepala, termasuk jumlah RUU yang dibahas dalam setahun + dana studi banding, sampai uang jajan  dll."
2025-09-02 00:31:50+00:00,"17+8 apa 16+9 ini tuh? tni ke barak nya ada 2, perampasan aset sebelum revisi uu tipikor bisa disalahgunakan, mending benerin dlu"
2025-09-01 04:12:45+00:00,seeing this pas lagi juggling sama deadline kerjaan is so satisfying
2025-09-01 17:09:35+00:00,Tolong kawan-kawan retweet sebanyak-banyaknya
2025-09-01 04:07:50+00:00,it's really sad how we have to beg for the bare minimum.  enough is enough. may our voices be too loud to be ignored this time.
2025-09-01 08:32:55+00:00,Sorry guys..  Tapi usaha kita bikin2 tuntutan begini gk bakal di denger si gendut & peliharaannya.
2025-09-01 05:41:33+00:00,nah ini baru Gen-Z coded
2025-09-01 08:04:40+00:00,menyala jerome dkk
2025-09-02 16:16:39+00:00,"Read, learn, analyze, share, and repeat. Yup this needs to be done."
2025-09-01 06:59:29+00:00,"dear bemkm, harusnya baca ini juga"
2025-09-01 05:04:04+00:00,"17+8 is not just a date, it’s the people reclaiming their independence through demands"
2025-09-01 12:51:16+00:00,17+8 Tuntutan Rakyat   kado HUT RI ke - 80 tahun
2025-09-01 13:30:47+00:00,"Btw lur, baru terpikirkan, kenapa di sini belum ada tuntutan untuk menurunkan Kapolri? Dianggap kurang realistis kah sama mereka? Bagi gue pergantian Kapolri seharusnya tidak sesignifikan itu terhadap stabilitas selama penggantinya kompeten."
2025-09-01 06:08:06+00:00,Reformasi Parcok dan Parjo biar humanis ni penting. Biar ga urusan dapur atau sawah aja make tangan.
2025-09-01 13:44:51+00:00,"Tuntutan 1 minggunya too good to be truee, negara administratif ini mana mau nyekip banyak administrasi"
2025-09-02 13:11:06+00:00,"Pak, saya capek tag tapi gaboleh capek soalnya bapak suka kolot  @prabowo ."
2025-09-01 05:20:20+00:00,one week deadline on my bday as it should
2025-09-01 05:40:03+00:00,Ini tuntutan yang satu minggu itu harus nya jadi bare minimum buat mereka tapi saking tolol nya mereka harus di kasih tau
2025-09-02 01:24:36+00:00,"ini udah dirangkum sesimpel ini, kalo lu masih aja tone deaf kebangetan banget, harusnya kan ini kerjaan lo bukan rakyat  @DPR_RI   @prabowo"
2025-09-01 05:15:11+00:00,Harusnya ini sih mudah satu hari aja kelar yang 17 dan yang 8 memang butuh waktu sedikit lebih lama tapi gak akan sampai satu tahun harusnya kelar. Cuma disini pemerintahnya mau gak patuh sama rakyatnya.
2025-09-01 14:08:38+00:00,"Meski berat, tp kalo ini bisa direalisasikan, Indonesia mungkin masih punya harapan"
2025-09-01 10:26:20+00:00,"Alaahhhh muluk-muluk banget yang kita butuhin cuman publikasikan anggaran DPR a la Pemprov DKI jaman Ahok, dan sahkan UU Perampasan aset.  Yang lain bukannya ga penting, hanya kalau kebanyakan tuntutan malah jadi pemecah kepentingan."
2025-09-01 04:52:02+00:00,What a beautiful coincident that the color of people power is pink & green. Pretty much a Defying Gravity situation now in Indonesia.
2025-09-01 04:20:25+00:00,lets make it peacefully and safety  may God bless you all.. all of us
2025-09-01 08:51:37+00:00,Pas didemo anggotanya pada kabur kan ga ada yg mau nemuin rakyatnya. Tuh udah udah ada yg bikinin tinggal baca doang. Bisa baca kan  @DPR_RI ? Baca. Baca yg bener. Bisa dipahamin kan kalimatnya? Jgn kelewat tolol plis jd manusia.
2025-09-02 00:54:22+00:00,"Dari daftar “17+8 Tuntutan Rakyat”  ini, memang ada poin-poin yg logis seperti transparansi, evaluasi DPR, hingga reformasi kelembagaan. Tapi ada juga tuntutan yg janggal.  Kalau demonstran hny menyampaikan pendapat & ikut aksi damai → memang harus dilindungi, jangan"
2025-09-01 07:34:31+00:00,"Hi there, Mr  @prabowo  and team. We've made the to-do list, so please start working on it one by one. The deadlines are already set, so make sure to report back to us ASAP!"
2025-10-02 13:55:50+00:00,"So... It's been one month, and how are you?"
2025-09-01 07:37:20+00:00,"DIBACA INI YA ANJINGANJING BUKAN KEK YAUDA AJA GITU,DI BACA DI PAHAMIN DI CERNA DI LAKUKAN BUKAN IYAIYA DOANG!!"
2025-09-06 00:44:55+00:00,lawakan yang ga lucu
2025-09-05 13:21:04+00:00,Jadi jgn heran kl tanggapan dewan ya cm segini. Skripnya emang sdh bgt.
2025-09-05 17:09:52+00:00,??????
2025-09-06 04:59:01+00:00,pengesahan UU perampasan aset manaaaaaaa ?? kok setengah hati gini
2025-09-05 13:18:13+00:00,Gini doang?
2025-09-06 03:02:32+00:00,…. ?
2025-09-05 13:03:44+00:00,UU perampasan aset bnrn ga dilirik sama sekali kah????!!  Fyuhhh here we go again....
2025-09-05 17:26:08+00:00,"Anggota DPR, DPRD dan DPD harusnya dibatasi bisa menjabat maksimal 2 periode."
2025-09-05 18:27:29+00:00,BUKAN TUNJANGAN RUMAH DOANG ANJIRRRRR ITU SEMUA TUNJANGANNYA DIREVISIII OIIII
2025-09-05 17:12:49+00:00,10 nyawa hilang dan udh gini doang?
2025-09-05 14:20:32+00:00,Yah tanggepannya cuma gini doang
2025-09-05 13:05:49+00:00,Kaum Marjinal ga Paham Tuntutan 17+8 itu maknanya apa..( Artinya )Tolong di perjelas  Kami cuma mau tau Kami bukan Orang terpelajar
2025-09-05 13:10:11+00:00,"Kalau cuma gini doang mah, tanggapannya wajib ditolak"
2025-09-05 18:04:45+00:00,"Tuntutan apa, statementnya apa, ah elahhh !"
2025-09-05 13:03:17+00:00,Demo dgn minimal 10 korban jiwa dan infonya 20 an hilang fasum dibakar dll cm ditanggapi begini doang   @bang_dasco   Kejar tayang ya  Desak presiden utk Ganti Kapolri  Rombak kabinet (bkn cm reshuffle)
2025-09-05 12:44:54+00:00,We don't accept the bare minimum. You all can literally go to hell fast and immediately  #ResetIndonesia
2025-09-05 23:02:44+00:00,Gajelas jir. Gua tau indo minim membaca. Masa iya dpr nya jugaaa. Pak baca yang bnr dah 17+8 nya dengan bnr. Jgn asal liat dan tau nya kemarin deadline trs jdi ngasal gt
2025-09-05 12:44:20+00:00,"belum achive, baru 3/17. masih remed, kerjain lagi  @DPR_RI  jadi karyawan jgn males."
2025-09-05 16:42:57+00:00,we're waiting.. #ResetIndonesia #tuntutanrakyat
2025-09-01 01:20:55+00:00,"Titipan, ada di postingannya Jerome."
2025-09-02 08:54:18+00:00,udah serapih ini loh penulisan tuntutannya ya masa iya ga dibaca  #ResetIndonesia
2025-09-01 07:19:06+00:00,Spot on
2025-08-31 23:05:28+00:00,"Yuk bisa yuk, inget kedaulatan tertinggi adalah Rakyat, jangan lupa suara kami yang milih kalian jadi kalian jangan seenaknya . 5 hari lagi ya dari sekarang. #ResetIndonesia"
2025-08-31 17:46:45+00:00,bener2 lu semua ya udah ditulisin & dikategorisasiin kayak gini kalo masih gak paham jg mending turun
2025-08-31 22:33:13+00:00,nih tugasnya udh diaturin dirinciin dieditin yg cakep skrg KERJAAAAAAAA  @prabowo   @DPR_RI   @DivHumas_Polri   @Puspen_TNI   @PerekonomianRI    #ResetIndonesia
2025-08-31 17:06:10+00:00,bantu RT
2025-09-01 04:15:42+00:00,Jika tidak ada pembahasan kembali ke Serikat/ federal. Sudah lupakan semua tuntutan yang gak guna itu.  Jangan mau ikutan demo atau aksi apapun yang tidak mewakili kepentingan sumatera.
2025-09-01 04:05:53+00:00,always thought pink goes good with green
2025-09-05 10:34:12+00:00,17 + 8 = tuntutan rakyat! #ResetIndonesia
2025-09-03 16:38:56+00:00,what 17+8 movement includes
2025-09-01 00:36:03+00:00,"as simple as this, their duties (of president, parliament, military/police, etc) must be dictated by the people?????"
2025-08-31 22:29:07+00:00,Lebih baik lengserkan Prabowo-Gibran & kabinet merah putih. Tukang jagal yang harusnya diadili & seorang yang naik ke kursi wapres dengan tabrak aturan tidak pantas untuk menjadi presiden & wakil presiden.  Usut tuntas pelanggaran HAM yang telah terjadi.
2025-09-02 00:35:23+00:00,"Lepas dari siapa dia, isi tuntutannya, dan metoda perumusannya... buat gw yang sering ngetawain pendemo yang ngga tau apa yang mereka tuntut, ada pemimpin pergerakan itu bagus. Apalagi tuntutannya pake timeframe.  Jadi jelas Prabowo negosiasi dengan siapa"
